method,geometry,transition_width,noise,seed,relative_error,finite_result,success,gain_over_vanilla,smooth_regime_degradation,sharp_regime,final_loss,initial_loss,training_mode,is_actual_pinn_training,claim_status,allowed_claim,forbidden_claim
fourier_features,uniform_strip,0.2,0.02,2026,1.7163803577423096,True,False,-0.38171894624996544,0.3817189462499655,False,0.10403676331043243,3.5562756061553955,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,uniform_strip,0.2,0.02,2026,1.1789309978485107,True,False,0.050938046045136146,0.0,False,0.11914139986038208,2.919438362121582,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.2,0.02,2026,1.0529210567474365,True,False,0.15237845361552896,0.0,False,0.24815773963928223,2.9552135467529297,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.2,0.02,2026,1.6971089839935303,True,False,-0.3662051225751373,0.36620512257513727,False,2.366785764694214,12.490790367126465,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.2,0.02,2027,1.0242376327514648,True,False,0.0,0.0,False,0.1845535933971405,1.5244674682617188,actual_autograd_reduced_pinn_training,True,baseline,vanilla MLP is the matched actual-training baseline,universal F-SPS/Fourier superiority
fourier_features,uniform_strip,0.2,0.02,2027,1.043350100517273,True,False,-0.01866018895875291,0.018660188958752988,False,0.20056623220443726,2.5911061763763428,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,uniform_strip,0.2,0.02,2027,1.1724638938903809,True,False,-0.14471862427152554,0.1447186242715255,False,0.1430213898420334,4.279903888702393,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.2,0.02,2027,1.0460634231567383,True,False,-0.021309303336806362,0.021309303336806362,False,0.15346062183380127,1.7169396877288818,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.2,0.02,2027,1.0806145668029785,True,False,-0.055042826243422896,0.05504282624342283,False,1.5951223373413086,13.986628532409668,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.05,0.0,2026,1.4154012203216553,True,False,0.0,0.0,True,0.2550869584083557,5.993400573730469,actual_autograd_reduced_pinn_training,True,baseline,vanilla MLP is the matched actual-training baseline,universal F-SPS/Fourier superiority
fourier_features,uniform_strip,0.05,0.0,2026,2.8092856407165527,True,False,-0.9847980914402009,0.0,True,0.3243987560272217,5.271766662597656,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,uniform_strip,0.05,0.0,2026,2.010045289993286,True,False,-0.4201240334782923,0.0,True,0.23010548949241638,6.182039260864258,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.05,0.0,2026,1.1791563034057617,True,False,0.1669102114114371,0.0,True,0.21820363402366638,6.8106608390808105,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.05,0.0,2026,1.371414303779602,True,False,0.031077348182628407,0.0,True,2.776134490966797,12.490790367126465,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.05,0.0,2027,2.488049268722534,True,False,0.0,0.0,True,0.39086243510246277,4.537947177886963,actual_autograd_reduced_pinn_training,True,baseline,vanilla MLP is the matched actual-training baseline,universal F-SPS/Fourier superiority
fourier_features,uniform_strip,0.05,0.0,2027,2.0952444076538086,True,False,0.15787664095189224,0.0,True,0.31285345554351807,5.881383895874023,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,uniform_strip,0.05,0.0,2027,1.8025754690170288,True,False,0.2755065216443465,0.0,True,0.30999529361724854,6.220218658447266,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.05,0.0,2027,1.1624925136566162,True,False,0.5327694960584574,0.0,True,0.1984894573688507,4.260490417480469,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.05,0.0,2027,1.0182836055755615,True,False,0.5907301280659969,0.0,True,7.4406232833862305,13.986624717712402,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.05,0.02,2026,1.4153127670288086,True,False,0.0,0.0,True,0.2550942897796631,5.993406295776367,actual_autograd_reduced_pinn_training,True,baseline,vanilla MLP is the matched actual-training baseline,universal F-SPS/Fourier superiority
fourier_features,uniform_strip,0.05,0.02,2026,2.8091087341308594,True,False,-0.9847971413612495,0.0,True,0.3244028389453888,5.271774768829346,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,uniform_strip,0.05,0.02,2026,2.009934425354004,True,False,-0.4201344552084379,0.0,True,0.2301153540611267,6.182046890258789,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.05,0.02,2026,1.1791064739227295,True,False,0.16689335291022012,0.0,True,0.21821022033691406,6.81066370010376,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.05,0.02,2026,1.3713353872299194,True,False,0.03107255217601948,0.0,True,2.776136875152588,12.490790367126465,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.05,0.02,2027,2.4877429008483887,True,False,0.0,0.0,True,0.3908717632293701,4.537952423095703,actual_autograd_reduced_pinn_training,True,baseline,vanilla MLP is the matched actual-training baseline,universal F-SPS/Fourier superiority
fourier_features,uniform_strip,0.05,0.02,2027,2.09497332572937,True,False,0.15788189968709118,0.0,True,0.3128630220890045,5.881389617919922,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,uniform_strip,0.05,0.02,2027,1.8023415803909302,True,False,0.2755113159899754,0.0,True,0.31000369787216187,6.220225811004639,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.05,0.02,2027,1.162459373474121,True,False,0.5327252775687992,0.0,True,0.1984819620847702,4.260501384735107,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.05,0.02,2027,1.018214225769043,True,False,0.590707614753195,0.0,True,7.438497543334961,13.986628532409668,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.2,0.0,2026,3.736668586730957,True,False,0.0,0.0,False,0.2315056025981903,2.189312696456909,actual_autograd_reduced_pinn_training,True,baseline,vanilla MLP is the matched actual-training baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.2,0.0,2026,4.905658721923828,True,False,-0.3128428727514119,0.31284287275141187,False,0.18659839034080505,3.644984006881714,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.2,0.0,2026,3.3767590522766113,True,False,0.09631829157458524,0.0,False,0.12631073594093323,2.9541194438934326,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.2,0.0,2026,1.310685634613037,True,False,0.6492368525088555,0.0,False,0.14032723009586334,2.896940231323242,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.2,0.0,2026,5.738067150115967,True,False,-0.5356104018676013,0.5356104018676013,False,3.4032866954803467,12.689008712768555,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.2,0.0,2027,1.2516748905181885,True,False,0.0,0.0,False,0.11301685869693756,1.5680700540542603,actual_autograd_reduced_pinn_training,True,baseline,vanilla MLP is the matched actual-training baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.2,0.0,2027,2.0023980140686035,True,False,-0.5997748530687698,0.5997748530687699,False,0.16709443926811218,2.5925791263580322,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.2,0.0,2027,3.2397329807281494,True,False,-1.5883182648066965,1.5883182648066967,False,0.16031695902347565,4.363777160644531,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.2,0.0,2027,2.3119468688964844,True,False,-0.8470825662559608,0.8470825662559609,False,0.200484499335289,1.8017139434814453,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.2,0.0,2027,3.1671910285949707,True,False,-1.5303623589379236,1.5303623589379236,False,0.9371738433837891,13.438568115234375,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.2,0.02,2026,3.735253095626831,True,False,0.0,0.0,False,0.2315094769001007,2.189317464828491,actual_autograd_reduced_pinn_training,True,baseline,vanilla MLP is the matched actual-training baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.2,0.02,2026,4.903831958770752,True,False,-0.3128513204398579,0.31285132043985797,False,0.18660153448581696,3.644991397857666,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.2,0.02,2026,3.37546968460083,True,False,0.09632102612999079,0.0,False,0.12631367146968842,2.95412540435791,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.2,0.02,2026,1.3106515407562256,True,False,0.6491130568124786,0.0,False,0.1403229832649231,2.8969264030456543,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.2,0.02,2026,5.73599910736084,True,False,-0.5356386730731707,0.5356386730731706,False,3.4032890796661377,12.689016342163086,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.2,0.02,2027,1.2515552043914795,True,False,0.0,0.0,False,0.11302360147237778,1.568076252937317,actual_autograd_reduced_pinn_training,True,baseline,vanilla MLP is the matched actual-training baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.2,0.02,2027,2.0020699501037598,True,False,-0.5996657143679005,0.5996657143679005,False,0.16710013151168823,2.5925865173339844,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.2,0.02,2027,3.2392091751098633,True,False,-1.5881472616981398,1.5881472616981398,False,0.1603219360113144,4.363785743713379,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.2,0.02,2027,2.3118696212768555,True,False,-0.8471974813135894,0.8471974813135894,False,0.20048566162586212,1.8017135858535767,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.2,0.02,2027,3.1666741371154785,True,False,-1.5301913379483343,1.5301913379483345,False,0.9371675848960876,13.438573837280273,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.05,0.0,2026,5.366569519042969,True,False,0.0,0.0,True,0.45050328969955444,6.019576072692871,actual_autograd_reduced_pinn_training,True,baseline,vanilla MLP is the matched actual-training baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.05,0.0,2026,7.522526741027832,True,False,-0.40173843166189704,0.0,True,0.5556100010871887,5.370114326477051,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.05,0.0,2026,6.129034996032715,True,False,-0.14207688436424432,0.0,True,0.445309579372406,6.21978759765625,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.05,0.0,2026,3.2159719467163086,True,False,0.4007397211003018,0.0,True,0.4958203434944153,6.769999980926514,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.05,0.0,2026,4.919232368469238,True,False,0.08335625747255856,0.0,True,5.901939392089844,12.689008712768555,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.05,0.0,2027,6.019153594970703,True,False,0.0,0.0,True,0.6012529134750366,4.591836452484131,actual_autograd_reduced_pinn_training,True,baseline,vanilla MLP is the matched actual-training baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.05,0.0,2027,6.542262077331543,True,False,-0.08690731580565124,0.0,True,0.6737290620803833,5.8842244148254395,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.05,0.0,2027,5.376777648925781,True,False,0.10672197276734363,0.0,True,0.528634786605835,6.3058881759643555,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.05,0.0,2027,3.1442031860351562,True,False,0.47763366785285366,0.0,True,0.4394143223762512,4.378859043121338,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.05,0.0,2027,2.835526466369629,True,False,0.5289160807029664,0.0,True,4.970465660095215,13.438568115234375,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.05,0.02,2026,5.362846374511719,True,False,0.0,0.0,True,0.4505193829536438,6.019585609436035,actual_autograd_reduced_pinn_training,True,baseline,vanilla MLP is the matched actual-training baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.05,0.02,2026,7.518040657043457,True,False,-0.40187507379939935,0.0,True,0.5556413531303406,5.370126247406006,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.05,0.02,2026,6.124805450439453,True,False,-0.14208109326963705,0.0,True,0.44532510638237,6.2197980880737305,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.05,0.02,2026,3.215770721435547,True,False,0.4003612080481535,0.0,True,0.4958344101905823,6.769994258880615,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.05,0.02,2026,4.915717601776123,True,False,0.08337527154622368,0.0,True,5.9020280838012695,12.689016342163086,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.05,0.02,2027,6.018414497375488,True,False,0.0,0.0,True,0.6012513041496277,4.591846942901611,actual_autograd_reduced_pinn_training,True,baseline,vanilla MLP is the matched actual-training baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.05,0.02,2027,6.541513442993164,True,False,-0.08691640395419573,0.0,True,0.6737375259399414,5.884237766265869,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.05,0.02,2027,5.376112461090088,True,False,0.1067227982661373,0.0,True,0.5286320447921753,6.305902004241943,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.05,0.02,2027,3.1441783905029297,True,False,0.4775736380613127,0.0,True,0.4393889904022217,4.378847599029541,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.05,0.02,2027,2.835146188735962,True,False,0.5289214144402461,0.0,True,4.970509052276611,13.438573837280273,actual_autograd_reduced_pinn_training,True,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
