geometry,rank,transition_width,noise,seed,protocol,basis_type,field_error,port_error,param_error,condition_number,success,finite_result,L_port_G,L_sparse_anchor,L_pde_T,L_pde_m,L_bounds,L_smooth_time,actual_inverse_mode,uses_port_physical_observation,uses_phase_mean_as_terminal_observation,field_recovery_status,parameter_recovery_status,allowed_claim,forbidden_claim
uniform_strip,2,0.2,0.0,2027,port_only,analytic,0.05777309089899063,0.0076230973936617374,0.007623025681823492,3.8934937609535485,True,True,1.1856015589728486e-05,0.0,2.3993854938453296e-06,0.00023964312276802957,4.624312168743927e-07,0.005420324392616749,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.0,2027,port_plus_random_2pct,analytic,0.07909411936998367,0.013072424568235874,0.01307243388146162,3.8806885277819725,True,True,3.464048495516181e-05,0.0037852884270250797,1.5731651501482702e-06,0.00023419401259161532,2.790613052638946e-06,0.004790201783180237,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.0,2027,port_plus_sensitivity_2pct,analytic,0.07243949174880981,0.020714644342660904,0.02071462757885456,6.2988155636187555,True,True,0.00014588535123039037,0.00547839654609561,2.6438606255396735e-06,0.00023892667377367616,4.777882054440852e-07,0.007058334536850452,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.0,2027,port_plus_fisher_2pct,analytic,0.060329701751470566,0.008387322537600994,0.008387313224375248,43.099652508117394,True,True,2.0798481273232028e-05,0.007549464702606201,2.3639038317924133e-06,0.0002504972508177161,2.9392156193353003e-06,0.005213410593569279,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.0,2027,port_plus_dense_5pct,analytic,0.060740552842617035,0.010321619920432568,0.010321700014173985,13.49531515119666,True,True,3.07410882669501e-05,0.006324052810668945,2.761765017567086e-06,0.00024369666061829776,5.020090725338378e-07,0.005645688623189926,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.0,2027,port_only,pod,1.571963906288147,1.323199987411499,1.3235409259796143,1.000000000000002,False,True,0.5895609855651855,0.0,0.0015983290504664183,0.000190159393241629,3.4952839200741437e-07,0.4347659945487976,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.0,2027,port_plus_random_2pct,pod,1.5729835033416748,1.324133276939392,1.3244808912277222,2.4341190676299123,False,True,0.5902758836746216,4.7949910163879395,0.0016224473947659135,0.00023137227981351316,0.00024054515233729035,0.6031795144081116,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.0,2027,port_plus_sensitivity_2pct,pod,1.5727794170379639,1.324765682220459,1.3251171112060547,2.909858315181758,False,True,0.590725302696228,4.754225730895996,0.001608305610716343,0.00015618218458257616,0.00023585182498209178,0.3906492292881012,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.0,2027,port_plus_fisher_2pct,pod,1.5730602741241455,1.3259376287460327,1.3262919187545776,1.304109096556825,False,True,0.5915115475654602,4.505521774291992,0.0016070872079581022,0.0001181300322059542,0.00020693721307907254,0.2488316297531128,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.0,2027,port_plus_dense_5pct,pod,1.5732395648956299,1.3262139558792114,1.3265634775161743,1.4672726101575937,False,True,0.5918907523155212,4.751844882965088,0.0016070061828941107,0.00013093135203234851,0.0002090092602884397,0.31632035970687866,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2026,port_only,analytic,0.060855671763420105,0.008763437159359455,0.013145895674824715,3.8934937609535485,True,True,2.1920599465374835e-05,0.0,2.683443653950235e-06,0.00024518801365047693,7.720203853978092e-08,0.007196996361017227,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2026,port_plus_random_2pct,analytic,0.08045761287212372,0.026361683383584023,0.02260429598391056,1.7666350923196799,True,True,0.00023166043683886528,0.006460350938141346,1.9701142264239024e-06,0.00023905625857878476,1.3652731922775274e-07,0.005452105309814215,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2026,port_plus_sensitivity_2pct,analytic,0.062009356915950775,0.011732988990843296,0.020860519260168076,14.735776067341252,True,True,2.572854282334447e-05,0.002983202924951911,1.7244698256035917e-06,0.00024499837309122086,9.578047865943518e-07,0.008909263648092747,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2026,port_plus_fisher_2pct,analytic,0.06247984617948532,0.00797151867300272,0.023871928453445435,46.38611713123923,True,True,1.0139395271835383e-05,0.005318892654031515,2.6153015824093018e-06,0.00024388032034039497,5.119785555507406e-07,0.011989479884505272,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2026,port_plus_dense_5pct,analytic,0.06234576553106308,0.008192452602088451,0.016877083107829094,21.60989458552943,True,True,1.1737694876501337e-05,0.003619649913161993,1.9452556898613693e-06,0.00023400745703838766,4.306825474031939e-08,0.008447893895208836,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2026,port_only,pod,1.5704314708709717,1.3242229223251343,1.3226654529571533,1.000000000000002,False,True,0.5901047587394714,0.0,0.0015995942521840334,0.00019731234351638705,8.523725796294457e-07,0.4114747941493988,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2026,port_plus_random_2pct,pod,1.572402000427246,1.323070764541626,1.3259023427963257,5.243033403476014,False,True,0.5914574861526489,4.937939643859863,0.0016163731925189495,0.0001854065340012312,0.00022451144468504936,0.5162104368209839,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2026,port_plus_sensitivity_2pct,pod,1.5723943710327148,1.3295069932937622,1.3267396688461304,3.2500006569895006,False,True,0.5941311120986938,4.840718746185303,0.0016123842215165496,0.00014138907135929912,0.0002438476512907073,0.3410305678844452,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2026,port_plus_fisher_2pct,pod,1.5727295875549316,1.3253942728042603,1.3282535076141357,2.8962474522673993,False,True,0.5932407975196838,4.630542755126953,0.001607568934559822,0.00010477916657691821,0.0002081999264191836,0.2447836697101593,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2026,port_plus_dense_5pct,pod,1.5720272064208984,1.3233453035354614,1.326169729232788,1.290003921855114,False,True,0.5924033522605896,4.732782363891602,0.001611468498595059,0.00016359392611775547,0.00023733674606774002,0.40592244267463684,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2027,port_only,analytic,0.05970451235771179,0.008255046792328358,0.021280959248542786,3.8934937609535485,True,True,2.9300885216798633e-05,0.0,1.0642927463777596e-06,0.0002512431819923222,1.244558234247961e-08,0.008004381321370602,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2027,port_plus_random_2pct,analytic,0.0784052237868309,0.01870669052004814,0.010305930860340595,3.8806885277819725,True,True,0.00011632276437012479,0.003839764278382063,1.3769648603556561e-06,0.00023440549557562917,2.6825730401469627e-06,0.006163956597447395,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2027,port_plus_sensitivity_2pct,analytic,0.07331451773643494,0.02515832893550396,0.022760650143027306,6.2988155636187555,True,True,0.00021921902953181416,0.00559490779414773,2.9960731353639858e-06,0.0002365936670685187,3.135643851237546e-07,0.005522835999727249,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2027,port_plus_fisher_2pct,analytic,0.06074804812669754,0.00993609894067049,0.01841536909341812,43.099652508117394,True,True,2.986065919685643e-05,0.007500719279050827,3.3177752811752725e-06,0.00024766710703261197,3.4911463444586843e-06,0.007946920581161976,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2027,port_plus_dense_5pct,analytic,0.0625498965382576,0.01311495527625084,0.02359907142817974,13.49531515119666,True,True,5.148138734512031e-05,0.006444978527724743,2.243212065877742e-06,0.00024484077584929764,7.516008508900995e-07,0.008397920988500118,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2027,port_only,pod,1.5721702575683594,1.3212001323699951,1.3246445655822754,1.000000000000002,False,True,0.5911222100257874,0.0,0.0015981618780642748,0.00018527015345171094,5.814797532366356e-07,0.3962661623954773,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2027,port_plus_random_2pct,pod,1.5733115673065186,1.329959750175476,1.3248876333236694,2.4341190676299123,False,True,0.5889086723327637,4.813404083251953,0.001620445167645812,0.00021200207993388176,0.00023295634309761226,0.5566980242729187,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2027,port_plus_sensitivity_2pct,pod,1.572554349899292,1.3219243288040161,1.3248200416564941,2.909858315181758,False,True,0.5902091264724731,4.734039306640625,0.0016111753648146987,0.00017099342949222773,0.00023302921908907592,0.42182299494743347,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2027,port_plus_fisher_2pct,pod,1.5734381675720215,1.3323386907577515,1.3271650075912476,1.304109096556825,False,True,0.5906041860580444,4.484607696533203,0.0016083873342722654,0.00015250168507918715,0.00021071154333185405,0.3648625612258911,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.2,0.02,2027,port_plus_dense_5pct,pod,1.5729008913040161,1.3319268226623535,1.3258615732192993,1.4672726101575937,False,True,0.5902230143547058,4.783985614776611,0.001606047386303544,0.0002015471109189093,0.00021389074390754104,0.5439320206642151,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2026,port_only,analytic,0.17176206409931183,0.049979519098997116,0.05142704397439957,3.8934937609535485,True,True,4.7763227485120296e-05,0.0,1.9371050257177558e-06,7.6283872658677865e-06,2.9112243282725103e-07,0.009708277881145477,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2026,port_plus_random_2pct,analytic,0.20529386401176453,0.12544673681259155,0.12571357190608978,1.7666350923196799,True,True,0.0006372847710736096,0.06402375549077988,2.5553538307576673e-06,8.712842827662826e-06,3.2126408200383594e-08,0.012931331992149353,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2026,port_plus_sensitivity_2pct,analytic,0.1986790895462036,0.18177175521850586,0.18167324364185333,10.598713975321234,True,True,0.0006738154916092753,0.04913325607776642,4.132157755520893e-06,9.287410648539662e-06,4.1028820874089433e-07,0.00967516377568245,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2026,port_plus_fisher_2pct,analytic,0.1750452220439911,0.10270685702562332,0.10381060093641281,46.38611713123923,True,True,0.00016343094466719776,0.10631220042705536,1.3229142723503173e-06,6.396642220352078e-06,7.968938575686479e-07,0.018522504717111588,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2026,port_plus_dense_5pct,analytic,0.16506725549697876,0.0705256387591362,0.07200253009796143,58.409391070744434,True,True,9.675546607468277e-05,0.05645247548818588,2.620087798277382e-06,7.818991434760392e-06,2.0593738270235917e-07,0.015279607847332954,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2026,port_only,pod,1.4340639114379883,0.5804215669631958,0.5806295275688171,1.0000000000000004,False,True,0.010167745873332024,0.0,0.0015991819091141224,4.76174900541082e-05,6.825162586210354e-07,0.10611116886138916,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2026,port_plus_random_2pct,pod,1.3823271989822388,0.7133920788764954,0.7142128348350525,5.774856177206371,False,True,0.014466574415564537,3.925952672958374,0.0016155526973307133,1.8949913282995112e-05,0.00022516858007293195,0.034998178482055664,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2026,port_plus_sensitivity_2pct,pod,1.3688757419586182,0.7290300726890564,0.729634702205658,2.3877301689755006,False,True,0.014263935387134552,3.814629554748535,0.0016099169151857495,2.1510726583073847e-05,0.0002472443738952279,0.027821935713291168,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2026,port_plus_fisher_2pct,pod,1.3785927295684814,0.844150722026825,0.8444827198982239,2.406307837459421,False,True,0.018131747841835022,3.73465633392334,0.0016135253245010972,1.1258084668952506e-05,0.00023968292225617915,0.015619253739714622,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2026,port_plus_dense_5pct,pod,1.3603647947311401,0.753429651260376,0.7538659572601318,1.6016384947340863,False,True,0.015092861838638783,3.919036388397217,0.0016076192259788513,1.1557660400285386e-05,0.00021224890951998532,0.016714628785848618,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2027,port_only,analytic,0.19798462092876434,0.04624991863965988,0.048983730375766754,3.8934937609535485,True,True,5.1471863116603345e-05,0.0,1.9351089122210396e-06,9.721955393615644e-06,3.858377226606535e-07,0.008419308811426163,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2027,port_plus_random_2pct,analytic,0.17774386703968048,0.06551004946231842,0.06560388207435608,3.8806885277819725,True,True,8.005535346455872e-05,0.044997360557317734,1.5521248997174553e-06,7.222991825983627e-06,2.790016424114583e-06,0.016132738441228867,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2027,port_plus_sensitivity_2pct,analytic,0.17657852172851562,0.07040233165025711,0.0716218650341034,3.9525179480350894,True,True,0.0001493269664933905,0.05698491632938385,2.474083657943993e-06,6.612047400267329e-06,1.1560345001271344e-06,0.01827269047498703,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2027,port_plus_fisher_2pct,analytic,0.16709686815738678,0.07915876805782318,0.08055655658245087,43.099652508117394,True,True,9.782416600501165e-05,0.08727965503931046,3.260890480305534e-06,8.531533239874989e-06,7.46288833397557e-07,0.00928189605474472,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2027,port_plus_dense_5pct,analytic,0.16181780397891998,0.07427771389484406,0.07649851590394974,23.38250934125305,True,True,0.00011491014447528869,0.08495098352432251,1.587678298164974e-06,7.544814707216574e-06,3.4689193739723123e-07,0.016654059290885925,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2027,port_only,pod,1.4325857162475586,0.5883809328079224,0.5884495973587036,1.0000000000000004,False,True,0.010586404241621494,0.0,0.001599042327143252,4.6103519707685336e-05,7.39376162073313e-07,0.07318766415119171,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2027,port_plus_random_2pct,pod,1.45827317237854,0.703037679195404,0.7042908668518066,2.7060096042579085,False,True,0.014018483459949493,3.344698429107666,0.0016202477272599936,2.540569767006673e-05,0.00023565138690173626,0.047030795365571976,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2027,port_plus_sensitivity_2pct,pod,1.3662464618682861,0.7547229528427124,0.7550811171531677,2.558146854000582,False,True,0.015313921496272087,3.848212242126465,0.0016084207454696298,1.106005220208317e-05,0.0002403387043159455,0.018008872866630554,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2027,port_plus_fisher_2pct,pod,1.3638092279434204,0.8169897198677063,0.8171189427375793,1.7837279756736382,False,True,0.0175635889172554,3.80643630027771,0.0016026354860514402,1.2523095392680261e-05,0.00014328151883091778,0.01420870702713728,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.0,2027,port_plus_dense_5pct,pod,1.3655651807785034,0.8233551979064941,0.8233867883682251,1.1719621828291102,False,True,0.0175541453063488,3.878349542617798,0.001604332821443677,1.1918965356016997e-05,0.00010195509094046429,0.023323096334934235,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.02,2026,port_only,analytic,0.18237601220607758,0.06673591583967209,0.0661768838763237,3.8934937609535485,True,True,4.329699368099682e-05,0.0,3.3378169064235408e-06,8.09160883363802e-06,4.971738576386997e-07,0.008852750062942505,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.02,2026,port_plus_random_2pct,analytic,0.19954350590705872,0.09073483198881149,0.09060940891504288,1.7666350923196799,True,True,0.0002816237974911928,0.06318439543247223,1.3737220569964848e-06,7.89780096965842e-06,6.10546422308289e-08,0.024311866611242294,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.02,2026,port_plus_sensitivity_2pct,analytic,0.21318721771240234,0.18435737490653992,0.18246622383594513,10.598713975321234,True,True,0.0006460559088736773,0.05640002340078354,3.7152508411963936e-06,9.544326530885883e-06,3.1818251500226324e-07,0.014751868322491646,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.02,2026,port_plus_fisher_2pct,analytic,0.16476984322071075,0.07876547425985336,0.07948701828718185,46.38611713123923,True,True,9.543598571326584e-05,0.09905099868774414,1.8843178395400173e-06,7.3994710874103475e-06,1.060887939274835e-06,0.013732608407735825,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.02,2026,port_plus_dense_5pct,analytic,0.1704052984714508,0.10389222949743271,0.09963876754045486,58.409391070744434,True,True,0.00019780031288973987,0.06381599605083466,3.4944998787977966e-06,7.2106563493434805e-06,4.699680573594378e-07,0.010001138783991337,True,True,False,qualified_supported,qualified_supported,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.02,2026,port_only,pod,1.4301793575286865,0.5824747085571289,0.5829331874847412,1.0000000000000004,False,True,0.010251864790916443,0.0,0.0015990727115422487,3.160608321195468e-05,9.761021146914572e-07,0.06838567554950714,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
uniform_strip,2,0.05,0.02,2026,port_plus_random_2pct,pod,1.4197077751159668,0.6059424877166748,0.6078935265541077,5.774856177206371,False,True,0.011089399456977844,3.8868653774261475,0.0016154242912307382,2.500524715287611e-05,0.0002278303145430982,0.03754119947552681,True,True,False,forbidden,failed_but_informative,port-physical low-rank 2D inverse is only claimable if the aggregate gate clears,full arbitrary 2D field recovery or experimental validation
