method,geometry,transition_width,noise,seed,relative_error,finite_result,success,gain_over_vanilla,smooth_regime_degradation,training_mode,is_actual_pinn_training,claim_status,allowed_claim,forbidden_claim
fourier_features,uniform_strip,0.2,0.02,2027,0.1954998209358437,True,True,-0.030000000000000044,0.030000000000000027,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,uniform_strip,0.2,0.02,2027,0.189805651394023,True,True,0.0,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.2,0.02,2027,0.19360176442190347,True,True,-0.020000000000000028,0.020000000000000018,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_adaptive_collocation,uniform_strip,0.2,0.02,2027,0.18898569098000081,True,True,0.004320000000000036,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.2,0.02,2027,0.1857684851888721,True,True,0.021270000000000188,0.0,residual_proxy_condition_sweep,False,qualified_supported,Fourier/F-SPS-style features are conditionally beneficial in sharp/front regimes in this proxy benchmark,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.05,0.0,2026,0.24525884527205868,True,False,0.0,0.0,residual_proxy_condition_sweep,False,baseline,vanilla MLP is the proxy baseline,universal F-SPS/Fourier superiority
fourier_features,uniform_strip,0.05,0.0,2026,0.21582778383941165,True,True,0.11999999999999998,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,uniform_strip,0.05,0.0,2026,0.19620707621764696,True,True,0.19999999999999993,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.05,0.0,2026,0.1863967224067646,True,True,0.23999999999999996,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_adaptive_collocation,uniform_strip,0.05,0.0,2026,0.17168119169044108,True,True,0.3,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.05,0.0,2026,0.16187083787955875,True,True,0.3399999999999999,0.0,residual_proxy_condition_sweep,False,qualified_supported,Fourier/F-SPS-style features are conditionally beneficial in sharp/front regimes in this proxy benchmark,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.05,0.0,2027,0.2514002388602754,True,False,0.0,0.0,residual_proxy_condition_sweep,False,baseline,vanilla MLP is the proxy baseline,universal F-SPS/Fourier superiority
fourier_features,uniform_strip,0.05,0.0,2027,0.22123221019704237,True,False,0.11999999999999995,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,uniform_strip,0.05,0.0,2027,0.20112019108822032,True,True,0.2,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.05,0.0,2027,0.1910641815338093,True,True,0.24000000000000002,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_adaptive_collocation,uniform_strip,0.05,0.0,2027,0.17598016720219278,True,True,0.3,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.05,0.0,2027,0.16592415764778176,True,True,0.34,0.0,residual_proxy_condition_sweep,False,qualified_supported,Fourier/F-SPS-style features are conditionally beneficial in sharp/front regimes in this proxy benchmark,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.05,0.02,2026,0.2737971716428914,True,False,0.0,0.0,residual_proxy_condition_sweep,False,baseline,vanilla MLP is the proxy baseline,universal F-SPS/Fourier superiority
fourier_features,uniform_strip,0.05,0.02,2026,0.24094151104574443,True,False,0.12000000000000004,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,uniform_strip,0.05,0.02,2026,0.21903773731431314,True,True,0.19999999999999996,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.05,0.02,2026,0.20808585044859748,True,True,0.23999999999999996,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_adaptive_collocation,uniform_strip,0.05,0.02,2026,0.19472454847242435,True,True,0.2888000000000001,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.05,0.02,2026,0.1823324884838671,True,True,0.33406,0.0,residual_proxy_condition_sweep,False,qualified_supported,Fourier/F-SPS-style features are conditionally beneficial in sharp/front regimes in this proxy benchmark,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.05,0.02,2027,0.28065317796769607,True,False,0.0,0.0,residual_proxy_condition_sweep,False,baseline,vanilla MLP is the proxy baseline,universal F-SPS/Fourier superiority
fourier_features,uniform_strip,0.05,0.02,2027,0.24697479661157254,True,False,0.12,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,uniform_strip,0.05,0.02,2027,0.22452254237415686,True,False,0.19999999999999996,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.05,0.02,2027,0.213296415255449,True,True,0.24,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_adaptive_collocation,uniform_strip,0.05,0.02,2027,0.19960054017062542,True,True,0.28880000000000006,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.05,0.02,2027,0.18689817733580752,True,True,0.33405999999999997,0.0,residual_proxy_condition_sweep,False,qualified_supported,Fourier/F-SPS-style features are conditionally beneficial in sharp/front regimes in this proxy benchmark,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.2,0.0,2026,0.1725732886030973,True,True,0.0,0.0,residual_proxy_condition_sweep,False,baseline,vanilla MLP is the proxy baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.2,0.0,2026,0.17775048726119025,True,True,-0.030000000000000093,0.030000000000000027,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.2,0.0,2026,0.1725732886030973,True,True,0.0,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.2,0.0,2026,0.16898376420015288,True,True,0.020800000000000082,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_adaptive_collocation,localized_hotspot,0.2,0.0,2026,0.16912182283103536,True,True,0.02000000000000006,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.2,0.0,2026,0.16739608994500438,True,True,0.030000000000000093,0.0,residual_proxy_condition_sweep,False,qualified_supported,Fourier/F-SPS-style features are conditionally beneficial in sharp/front regimes in this proxy benchmark,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.2,0.0,2027,0.1820188752701439,True,True,0.0,0.0,residual_proxy_condition_sweep,False,baseline,vanilla MLP is the proxy baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.2,0.0,2027,0.18747944152824822,True,True,-0.029999999999999992,0.030000000000000027,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.2,0.0,2027,0.1820188752701439,True,True,0.0,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.2,0.0,2027,0.17823288266452492,True,True,0.020799999999999968,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_adaptive_collocation,localized_hotspot,0.2,0.0,2027,0.17837849776474102,True,True,0.020000000000000046,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.2,0.0,2027,0.1765583090120396,True,True,0.029999999999999992,0.0,residual_proxy_condition_sweep,False,qualified_supported,Fourier/F-SPS-style features are conditionally beneficial in sharp/front regimes in this proxy benchmark,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.2,0.02,2026,0.20486119421270907,True,True,0.0,0.0,residual_proxy_condition_sweep,False,baseline,vanilla MLP is the proxy baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.2,0.02,2026,0.21100703003909035,True,True,-0.030000000000000065,0.030000000000000027,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.2,0.02,2026,0.20486119421270907,True,True,0.0,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.2,0.02,2026,0.20060008137308472,True,True,0.020800000000000023,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_adaptive_collocation,localized_hotspot,0.2,0.02,2026,0.20397619385371016,True,True,0.004320000000000037,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.2,0.02,2026,0.20050379661180473,True,True,0.021270000000000084,0.0,residual_proxy_condition_sweep,False,qualified_supported,Fourier/F-SPS-style features are conditionally beneficial in sharp/front regimes in this proxy benchmark,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.2,0.02,2027,0.21607401967552567,True,True,0.0,0.0,residual_proxy_condition_sweep,False,baseline,vanilla MLP is the proxy baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.2,0.02,2027,0.22255624026579143,True,False,-0.02999999999999997,0.030000000000000027,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.2,0.02,2027,0.21607401967552567,True,True,0.0,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.2,0.02,2027,0.21157968006627473,True,True,0.020800000000000034,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_adaptive_collocation,localized_hotspot,0.2,0.02,2027,0.2151405799105274,True,True,0.004319999999999984,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.2,0.02,2027,0.21147812527702722,True,True,0.021270000000000067,0.0,residual_proxy_condition_sweep,False,qualified_supported,Fourier/F-SPS-style features are conditionally beneficial in sharp/front regimes in this proxy benchmark,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.05,0.0,2026,0.29768164755478804,True,False,0.0,0.0,residual_proxy_condition_sweep,False,baseline,vanilla MLP is the proxy baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.05,0.0,2026,0.26195984984821347,True,False,0.12000000000000004,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.05,0.0,2026,0.23814531804383043,True,False,0.2,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.05,0.0,2026,0.21718853005597336,True,True,0.2704,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_adaptive_collocation,localized_hotspot,0.05,0.0,2026,0.20837715328835163,True,True,0.3,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.05,0.0,2026,0.1964698873861601,True,True,0.33999999999999997,0.0,residual_proxy_condition_sweep,False,qualified_supported,Fourier/F-SPS-style features are conditionally beneficial in sharp/front regimes in this proxy benchmark,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.05,0.0,2027,0.2912356196196302,True,False,0.0,0.0,residual_proxy_condition_sweep,False,baseline,vanilla MLP is the proxy baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.05,0.0,2027,0.2562873452652746,True,False,0.11999999999999993,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.05,0.0,2027,0.23298849569570415,True,False,0.19999999999999998,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.05,0.0,2027,0.2124855080744822,True,True,0.2704,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_adaptive_collocation,localized_hotspot,0.05,0.0,2027,0.20386493373374112,True,True,0.30000000000000004,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.05,0.0,2027,0.19221550894895592,True,True,0.33999999999999997,0.0,residual_proxy_condition_sweep,False,qualified_supported,Fourier/F-SPS-style features are conditionally beneficial in sharp/front regimes in this proxy benchmark,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.05,0.02,2026,0.3323198927243031,True,False,0.0,0.0,residual_proxy_condition_sweep,False,baseline,vanilla MLP is the proxy baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.05,0.02,2026,0.29244150559738674,True,False,0.12000000000000002,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.05,0.02,2026,0.2658559141794425,True,False,0.20000000000000004,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.05,0.02,2026,0.24246059373165157,True,False,0.2704,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_adaptive_collocation,localized_hotspot,0.05,0.02,2026,0.23634590770552436,True,False,0.28880000000000006,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.05,0.02,2026,0.22130510936082243,True,False,0.33405999999999997,0.0,residual_proxy_condition_sweep,False,qualified_supported,Fourier/F-SPS-style features are conditionally beneficial in sharp/front regimes in this proxy benchmark,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.05,0.02,2027,0.32512380479108494,True,False,0.0,0.0,residual_proxy_condition_sweep,False,baseline,vanilla MLP is the proxy baseline,universal F-SPS/Fourier superiority
fourier_features,localized_hotspot,0.05,0.02,2027,0.28610894821615473,True,False,0.12000000000000002,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
multiscale_fourier_features,localized_hotspot,0.05,0.02,2027,0.26009904383286797,True,False,0.19999999999999993,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.05,0.02,2027,0.2372103279755756,True,False,0.2703999999999999,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_adaptive_collocation,localized_hotspot,0.05,0.02,2027,0.23122804996741958,True,False,0.28880000000000006,0.0,residual_proxy_condition_sweep,False,failed_but_informative,method effect is condition-limited and not universal,universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.05,0.02,2027,0.21651294656257508,True,True,0.3340600000000001,0.0,residual_proxy_condition_sweep,False,qualified_supported,Fourier/F-SPS-style features are conditionally beneficial in sharp/front regimes in this proxy benchmark,universal F-SPS/Fourier superiority
