method,geometry,transition_width,noise,seed,chi,chi_c,selected_branch,relative_error,gain_over_vanilla,smooth_degradation,sharp_regime,finite_result,success,initial_loss,final_loss,training_mode,is_actual_pinn_training,claim_status,allowed_claim,forbidden_claim
fourier_plus_continuation_asinh,uniform_strip,0.2,0.02,2026,1.25,2.0,fourier_plus_continuation_asinh,1.2200385332107544,-0.09517140850273151,0.09517140850273154,False,True,False,13.827072143554688,6.084230899810791,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,uniform_strip,0.2,0.02,2026,1.25,2.0,smooth_vanilla_no_fourier,1.0871012210845947,0.024160185869643844,0.0,False,True,False,2.8374948501586914,0.37518173456192017,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.2,0.02,2027,1.25,2.0,vanilla_mlp,1.0653398036956787,0.0,0.0,False,True,False,0.8263406157493591,0.14594678580760956,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.2,0.02,2027,1.25,2.0,f_sps_sampling,1.4371098279953003,-0.3489684915648004,0.34896849156480036,False,True,False,2.8202710151672363,0.37415891885757446,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.2,0.02,2027,1.25,2.0,fourier_plus_continuation_asinh,1.1623353958129883,-0.09104662360387784,0.09104662360387783,False,True,False,11.062809944152832,5.049622535705566,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,uniform_strip,0.2,0.02,2027,1.25,2.0,smooth_vanilla_no_fourier,1.0383858680725098,0.02530078715698537,0.0,False,True,False,1.887726902961731,0.3220217227935791,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.1,0.0,2026,2.5,2.0,vanilla_mlp,1.1119847297668457,0.0,0.0,True,True,False,5.021153926849365,0.6488012671470642,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.1,0.0,2026,2.5,2.0,f_sps_sampling,1.0110409259796143,0.09077804855143716,0.0,True,True,False,1.6210349798202515,0.2201641947031021,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.1,0.0,2026,2.5,2.0,fourier_plus_continuation_asinh,1.2342450618743896,-0.10994785165186464,0.0,True,True,False,13.827070236206055,3.1396725177764893,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,uniform_strip,0.1,0.0,2026,2.5,2.0,front_focused_asinh_continuation,1.987351655960083,-0.7872112833570826,0.0,True,True,False,11.640582084655762,0.8386551141738892,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.1,0.0,2027,2.5,2.0,vanilla_mlp,1.051314353942871,0.0,0.0,True,True,False,2.4431610107421875,0.2652592062950134,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.1,0.0,2027,2.5,2.0,f_sps_sampling,1.8639662265777588,-0.7729865663748443,0.0,True,True,False,4.403348922729492,0.44705790281295776,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.1,0.0,2027,2.5,2.0,fourier_plus_continuation_asinh,1.0631251335144043,-0.011234298787263591,0.0,True,True,False,11.062803268432617,2.0542991161346436,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,uniform_strip,0.1,0.0,2027,2.5,2.0,front_focused_asinh_continuation,1.044508934020996,0.0064732493153468445,0.0,True,True,False,10.622639656066895,4.030475616455078,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.1,0.02,2026,2.5,2.0,vanilla_mlp,1.1119287014007568,0.0,0.0,True,True,False,5.021157264709473,0.6488034725189209,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.1,0.02,2026,2.5,2.0,f_sps_sampling,1.0110198259353638,0.09075121034133996,0.0,True,True,False,1.6210391521453857,0.22016750276088715,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.1,0.02,2026,2.5,2.0,fourier_plus_continuation_asinh,1.234144687652588,-0.10991350983014374,0.0,True,True,False,13.827072143554688,3.1396756172180176,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,uniform_strip,0.1,0.02,2026,2.5,2.0,front_focused_asinh_continuation,1.987058162689209,-0.7870373884458636,0.0,True,True,False,11.640584945678711,0.8386592864990234,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.1,0.02,2027,2.5,2.0,vanilla_mlp,1.051329493522644,0.0,0.0,True,True,False,2.4431653022766113,0.2652631998062134,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.1,0.02,2027,2.5,2.0,f_sps_sampling,1.864086389541626,-0.7730753308324992,0.0,True,True,False,4.403350830078125,0.44705432653427124,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.1,0.02,2027,2.5,2.0,fourier_plus_continuation_asinh,1.0631529092788696,-0.011246156251746901,0.0,True,True,False,11.062809944152832,2.0542964935302734,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,uniform_strip,0.1,0.02,2027,2.5,2.0,front_focused_asinh_continuation,1.044558048248291,0.006440840208586026,0.0,True,True,False,10.622642517089844,4.030498504638672,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.05,0.0,2026,5.0,2.0,vanilla_mlp,1.1416412591934204,0.0,0.0,True,True,False,6.2268900871276855,0.25252074003219604,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.05,0.0,2026,5.0,2.0,f_sps_sampling,1.001685619354248,0.12259160985303935,0.0,True,True,False,3.7235279083251953,0.28920871019363403,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.05,0.0,2026,5.0,2.0,fourier_plus_continuation_asinh,1.168959140777588,-0.023928603984992452,0.0,True,True,False,13.827070236206055,5.370635032653809,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,uniform_strip,0.05,0.0,2026,5.0,2.0,front_focused_asinh_continuation,1.4511990547180176,-0.27115154873020486,0.0,True,True,False,11.640582084655762,0.7046043276786804,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.05,0.0,2027,5.0,2.0,vanilla_mlp,1.251934289932251,0.0,0.0,True,True,False,3.9977304935455322,0.8592527508735657,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.05,0.0,2027,5.0,2.0,f_sps_sampling,1.593775987625122,-0.27305083057623575,0.0,True,True,False,4.692477703094482,0.25827187299728394,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.05,0.0,2027,5.0,2.0,fourier_plus_continuation_asinh,1.0250850915908813,0.1811989656051722,0.0,True,True,False,11.062803268432617,4.408325672149658,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,uniform_strip,0.05,0.0,2027,5.0,2.0,front_focused_asinh_continuation,1.00614595413208,0.19632686617559764,0.0,True,True,False,10.622639656066895,6.706690788269043,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.05,0.02,2026,5.0,2.0,vanilla_mlp,1.1415648460388184,0.0,0.0,True,True,False,6.226900577545166,0.25252285599708557,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.05,0.02,2026,5.0,2.0,f_sps_sampling,1.001678228378296,0.12253935301697762,0.0,True,True,False,3.7235352993011475,0.2892138361930847,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.05,0.02,2026,5.0,2.0,fourier_plus_continuation_asinh,1.1688696146011353,-0.023918718815723244,0.0,True,True,False,13.827072143554688,5.370631217956543,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,uniform_strip,0.05,0.02,2026,5.0,2.0,front_focused_asinh_continuation,1.451022744178772,-0.27108218969229775,0.0,True,True,False,11.640584945678711,0.7046175003051758,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,uniform_strip,0.05,0.02,2027,5.0,2.0,vanilla_mlp,1.2519594430923462,0.0,0.0,True,True,False,3.9977355003356934,0.8592584133148193,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,uniform_strip,0.05,0.02,2027,5.0,2.0,f_sps_sampling,1.5938260555267334,-0.2730652453005785,0.0,True,True,False,4.692475318908691,0.25825953483581543,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,uniform_strip,0.05,0.02,2027,5.0,2.0,fourier_plus_continuation_asinh,1.0250799655914307,0.1812195105462219,0.0,True,True,False,11.062809944152832,4.408326625823975,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,uniform_strip,0.05,0.02,2027,5.0,2.0,front_focused_asinh_continuation,1.006150245666504,0.19633958494589274,0.0,True,True,False,10.622642517089844,6.706676006317139,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.2,0.0,2026,1.25,2.0,vanilla_mlp,3.5351037979125977,0.0,0.0,False,True,False,2.6197779178619385,0.35348212718963623,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.2,0.0,2026,1.25,2.0,f_sps_sampling,1.4547345638275146,0.5884888685060665,0.0,False,True,False,0.5639848709106445,0.10547958314418793,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.2,0.0,2026,1.25,2.0,fourier_plus_continuation_asinh,3.9941840171813965,-0.12986329271006858,0.1298632927100687,False,True,False,13.733691215515137,5.197279453277588,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,localized_hotspot,0.2,0.0,2026,1.25,2.0,smooth_vanilla_no_fourier,2.8901381492614746,0.18244602860938944,0.0,False,True,False,2.936558723449707,0.3360428512096405,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.2,0.0,2027,1.25,2.0,vanilla_mlp,4.417945861816406,0.0,0.0,False,True,False,0.8428246378898621,0.1396971344947815,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.2,0.0,2027,1.25,2.0,f_sps_sampling,3.336472988128662,0.24479088416060954,0.0,False,True,False,2.875213623046875,0.4322679936885834,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.2,0.0,2027,1.25,2.0,fourier_plus_continuation_asinh,5.460629463195801,-0.23601095033579764,0.23601095033579766,False,True,False,10.840730667114258,3.811885356903076,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,localized_hotspot,0.2,0.0,2027,1.25,2.0,smooth_vanilla_no_fourier,3.259826183319092,0.2621398529363513,0.0,False,True,False,1.920566201210022,0.30796658992767334,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.2,0.02,2026,1.25,2.0,vanilla_mlp,3.5334465503692627,0.0,0.0,False,True,False,2.6197803020477295,0.353484183549881,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.2,0.02,2026,1.25,2.0,f_sps_sampling,1.4547666311264038,0.5882867873084501,0.0,False,True,False,0.5639796257019043,0.10547623038291931,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.2,0.02,2026,1.25,2.0,fourier_plus_continuation_asinh,3.9922854900360107,-0.12985591634852864,0.12985591634852867,False,True,False,13.733695030212402,5.197282314300537,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,localized_hotspot,0.2,0.02,2026,1.25,2.0,smooth_vanilla_no_fourier,2.8887948989868164,0.18244273464815167,0.0,False,True,False,2.936561107635498,0.3360426723957062,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.2,0.02,2027,1.25,2.0,vanilla_mlp,4.419975280761719,0.0,0.0,False,True,False,0.8428369164466858,0.13970625400543213,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.2,0.02,2027,1.25,2.0,f_sps_sampling,3.3370113372802734,0.24501583712359862,0.0,False,True,False,2.8752191066741943,0.43227332830429077,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.2,0.02,2027,1.25,2.0,fourier_plus_continuation_asinh,5.463156700134277,-0.23601521572147377,0.23601521572147366,False,True,False,10.840743064880371,3.8118908405303955,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,localized_hotspot,0.2,0.02,2027,1.25,2.0,smooth_vanilla_no_fourier,3.261263847351074,0.2621533741272321,0.0,False,True,False,1.9205775260925293,0.3079737722873688,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.1,0.0,2026,2.5,2.0,vanilla_mlp,3.7827014923095703,0.0,0.0,True,True,False,5.079312324523926,0.6673287749290466,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.1,0.0,2026,2.5,2.0,f_sps_sampling,1.4431880712509155,0.6184768810901435,0.0,True,True,False,1.631136178970337,0.18808595836162567,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.1,0.0,2026,2.5,2.0,fourier_plus_continuation_asinh,4.257651329040527,-0.12555837083538177,0.0,True,True,False,13.733691215515137,1.4661433696746826,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,localized_hotspot,0.1,0.0,2026,2.5,2.0,front_focused_asinh_continuation,3.2165751457214355,0.14966191430624362,0.0,True,True,False,11.265262603759766,6.473466396331787,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.1,0.0,2027,2.5,2.0,vanilla_mlp,5.096128463745117,0.0,0.0,True,True,False,2.47365665435791,0.3040986657142639,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.1,0.0,2027,2.5,2.0,f_sps_sampling,4.284963607788086,0.1591727645266051,0.0,True,True,False,4.477537155151367,0.6250161528587341,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.1,0.0,2027,2.5,2.0,fourier_plus_continuation_asinh,5.391888618469238,-0.058036243950327845,0.0,True,True,False,10.840730667114258,1.537676453590393,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,localized_hotspot,0.1,0.0,2027,2.5,2.0,front_focused_asinh_continuation,2.3953676223754883,0.5299632575166393,0.0,True,True,False,10.148244857788086,1.8013957738876343,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.1,0.02,2026,2.5,2.0,vanilla_mlp,3.7809133529663086,0.0,0.0,True,True,False,5.079314708709717,0.6673305630683899,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.1,0.02,2026,2.5,2.0,f_sps_sampling,1.4431918859481812,0.618295435197972,0.0,True,True,False,1.631131887435913,0.18808294832706451,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.1,0.02,2026,2.5,2.0,fourier_plus_continuation_asinh,4.255621433258057,-0.12555381093812074,0.0,True,True,False,13.733695030212402,1.4660884141921997,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,localized_hotspot,0.1,0.02,2026,2.5,2.0,front_focused_asinh_continuation,3.216487407684326,0.14928296223428741,0.0,True,True,False,11.265254974365234,6.473450183868408,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.1,0.02,2027,2.5,2.0,vanilla_mlp,5.099471569061279,0.0,0.0,True,True,False,2.4736690521240234,0.30410873889923096,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.1,0.02,2027,2.5,2.0,f_sps_sampling,4.285665988922119,0.15958625695190748,0.0,True,True,False,4.477544784545898,0.6250265836715698,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.1,0.02,2027,2.5,2.0,fourier_plus_continuation_asinh,5.395354270935059,-0.0580222279635625,0.0,True,True,False,10.840743064880371,1.537676453590393,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,localized_hotspot,0.1,0.02,2027,2.5,2.0,front_focused_asinh_continuation,2.3957571983337402,0.5301950082693067,0.0,True,True,False,10.148250579833984,1.801456332206726,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.05,0.0,2026,5.0,2.0,vanilla_mlp,3.997708320617676,0.0,0.0,True,True,False,6.280735969543457,0.2637990713119507,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.05,0.0,2026,5.0,2.0,f_sps_sampling,1.6814689636230469,0.5793917843002495,0.0,True,True,False,3.7486014366149902,0.4056905508041382,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.05,0.0,2026,5.0,2.0,fourier_plus_continuation_asinh,4.016210556030273,-0.00462821044676389,0.0,True,True,False,13.733691215515137,3.1479389667510986,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,localized_hotspot,0.05,0.0,2026,5.0,2.0,front_focused_asinh_continuation,2.2620701789855957,0.43415827329891615,0.0,True,True,False,11.265262603759766,14.586161613464355,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.05,0.0,2027,5.0,2.0,vanilla_mlp,8.493424415588379,0.0,0.0,True,True,False,4.02764368057251,1.0071502923965454,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.05,0.0,2027,5.0,2.0,f_sps_sampling,3.2899069786071777,0.6126524688241108,0.0,True,True,False,4.7750444412231445,0.3755347728729248,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
