branch,current_A,current_mA,stage,grid,execution_role,equilibrium_valid,equilibrium_code,spectrum_valid,spectrum_code,physical_spectrum_classification,stable,stable_continuation_connected,continuation_role,active_area_mean_conductive_state,transition_area_fraction,transition_bearing,temperature_mean_K,temperature_min_K,temperature_max_K,device_voltage_V,scaled_thermal_residual_inf,last_scaled_update_inf,scaled_electrical_residual_inf,maximum_ledger_error,requested_pair_count,returned_pair_count,finite_pair_count,certified_pair_count,maximum_relative_ritz_residual,maximum_absolute_ritz_residual_rate_per_s,rightmost_spectral_abscissa_per_s,alpha_tau_dimensionless,h_vs_h_half_relative_difference,two_h_vs_h_relative_difference,equilibrium_manifest_path,equilibrium_manifest_sha256,equilibrium_npz_path,equilibrium_npz_sha256,spectrum_summary_path,spectrum_ritz_path,failure_detail
heating,0.0006,0.6,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,CCB_PHYSICALLY_UNSTABLE,POSITIVE_UNSTABLE,False,False,equilibrium_only_not_continuation_certified,0.7263180826207367,1.0,True,338.32539625028437,338.32539625028403,338.3253962502848,4.575052712597203,1.260584327384341e-13,0.0,4.64658073922359e-16,9.416059010964553e-14,6,6,6,6,3.9439045475829336e-07,6.006379051344221,17701888.6542352,4.262202316747893,3.396558771537125e-09,1.3529795500707956e-08,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_heating_0p6mA_L1_R1.json,18e7c946606596149efd13538ee6f58795c9429e40f806646e34e14581d5757b,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_heating_0p6mA_L1_R1.npz,07188abeb3051e681954f479f01f25e9a14142698f8872b3ed62f03b8e6f5980,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_heating_0p6mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_heating_0p6mA_L1/k6/telemetry/ritz_pairs.npz,
heating,0.00065,0.65,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,CCB_PHYSICALLY_UNSTABLE,POSITIVE_UNSTABLE,False,False,equilibrium_only_not_continuation_certified,0.7585602444492412,1.0,True,338.65895501749566,338.6589550174956,338.65895501749566,4.328838051698608,5.26014578168847e-14,2.9060000662988583e-09,6.58265604723342e-16,4.003208021484947e-15,6,6,6,6,4.0723441637316635e-07,6.695516210045066,19021616.580702722,4.579962050499296,5.125973997887474e-09,2.04488665771927e-08,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_heating_0p65mA_L1_R1.json,221313cfa100f148218fc7b7f5b725706652aa138218cca324738be7323935ef,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_heating_0p65mA_L1_R1.npz,d6c4ecd119edf23a8fa06e55aa42775e8c9358f88b4d71516ad0539ec01941ac,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_heating_0p65mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_heating_0p65mA_L1/k6/telemetry/ritz_pairs.npz,
heating,0.0007,0.7,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,CCB_PHYSICALLY_UNSTABLE,POSITIVE_UNSTABLE,False,False,equilibrium_only_not_continuation_certified,0.7854589559067753,1.0,True,338.96125718641434,338.961257186414,338.9612571864148,4.108598543430109,1.5310654365915964e-13,0.0,3.7753468506191674e-16,9.680851197144601e-14,6,6,6,6,4.171682979265082e-07,7.398183445088859,20156660.533845395,4.853254186789959,1.2920164831690334e-08,5.167803866539639e-08,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_heating_0p7mA_L1_R1.json,2d4307cb6147604bd5d9988fb74747a241952310f36590ffc34fa2abae1c1fc1,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_heating_0p7mA_L1_R1.npz,08660c42c33ca37732c7e9b4027c541bc09fee5d613cc5510252374860ae0410,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_heating_0p7mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_heating_0p7mA_L1/k6/telemetry/ritz_pairs.npz,
cooling,0.0007,0.7,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,CCB_PHYSICALLY_UNSTABLE,POSITIVE_UNSTABLE,False,False,equilibrium_only_not_continuation_certified,0.9005535527593965,0.0,False,333.55802638792363,333.5580263879234,333.55802638792403,2.518504908445373,1.5116690938918656e-13,0.0,3.7753468506191674e-16,2.884312248625257e-13,6,6,6,6,5.520166646676268e-07,5.555723994614391,12186523.110901553,2.9342308072850343,4.9723050602371825e-08,1.9891215628280867e-07,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p7mA_L1_R1.json,a03efa4290b6c6947d2049a180f7c7a55876c2b7f452002667c0ee18f44164f7,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p7mA_L1_R1.npz,094782487dc3f25db553ce3eb92166681e9c79136b37005a6a2d8622b3b00b2b,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p7mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p7mA_L1/k6/telemetry/ritz_pairs.npz,
cooling,0.00065,0.65,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,CCB_PHYSICALLY_UNSTABLE,POSITIVE_UNSTABLE,False,False,equilibrium_only_not_continuation_certified,0.8884433180384538,1.0,True,333.3041680440974,333.30416804409737,333.3041680440975,2.631782487821634,5.027033773095374e-14,2.0979938507791066e-10,7.744301232039318e-16,1.000802005371234e-15,6,6,6,6,5.588818409825216e-07,5.316796295023693,11640880.852468248,2.8028528654486657,4.483133371998247e-08,1.7934432176583028e-07,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p65mA_L1_R1.json,b91bed7f4f6c757372208a86da0f62b28081b27f02f9135e359c2e6ad1e18df1,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p65mA_L1_R1.npz,a8624ded67c6de3f5f31d9b895d1ba4c42225694e6f10d975ae82ea3eec16d70,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p65mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p65mA_L1/k6/telemetry/ritz_pairs.npz,
cooling,0.0006,0.6,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,CCB_PHYSICALLY_UNSTABLE,POSITIVE_UNSTABLE,False,False,equilibrium_only_not_continuation_certified,0.8739745685089351,1.0,True,333.0307086039537,333.0307086039534,333.0307086039542,2.757209954023985,1.173745655480959e-13,0.0,3.872150616019659e-16,4.364790609081107e-14,6,6,6,6,5.79072239612483e-07,5.106798981268135,11013434.346170194,2.6517783668448627,3.926524698529002e-08,1.5703717394910018e-07,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p6mA_L1_R1.json,352ad3088135725140c2c38dd68ae2a268ececc77f17daf1f7d2a1109eaa85ef,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p6mA_L1_R1.npz,56efb82e9fed9913cadf4a24a643b3915de0085d267d4b2f61b165f2207c2d5c,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p6mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p6mA_L1/k6/telemetry/ritz_pairs.npz,
cooling,0.00055,0.55,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,CCB_PHYSICALLY_UNSTABLE,POSITIVE_UNSTABLE,False,False,equilibrium_only_not_continuation_certified,0.856472481391633,1.0,True,332.7337280711219,332.7337280711219,332.733728071122,2.8966326957293145,5.011018444260734e-14,5.215528741554575e-10,1.3939742217670771e-15,6.5052130349130455e-15,6,6,6,6,5.968008298951935e-07,4.774811076403082,10291184.971005248,2.477877546416798,3.290644337666524e-08,1.316152630242308e-07,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p55mA_L1_R1.json,7407174b4bdcf2ce0a7be8846ae14fb548b2c3e6e754cdf2e0229f7169496da4,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p55mA_L1_R1.npz,f3f9b494cff363a91cf7f44d84a4479d6dc83d04924ab0d0fb11e3bbac03b485,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p55mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p55mA_L1/k6/telemetry/ritz_pairs.npz,
cooling,0.0005,0.5,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,CCB_PHYSICALLY_UNSTABLE,POSITIVE_UNSTABLE,False,False,equilibrium_only_not_continuation_certified,0.8350029992822405,1.0,True,332.4080613053991,332.4080613053988,332.4080613053995,3.052121257823893,1.2402982441937967e-13,0.0,3.872150616019659e-16,1.7718825628222334e-13,6,6,6,6,6.228545107897244e-07,4.3672137089703735,9457705.604132323,2.277195135752249,2.5673440351692698e-08,1.0266671080625837e-07,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p5mA_L1_R1.json,4ff7d7f194e22a622e4c88e8af7acd369a06d1dc2fffb9927e507bac6ab0cf1e,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p5mA_L1_R1.npz,d78e19d24e9ecae17a1f89b68c5a675dad4731c7ba063b3d68ee62013ae7cb96,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p5mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p5mA_L1/k6/telemetry/ritz_pairs.npz,
cooling,0.00045,0.45,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,CCB_PHYSICALLY_UNSTABLE,POSITIVE_UNSTABLE,False,False,equilibrium_only_not_continuation_certified,0.8082482840218627,1.0,True,332.04671720213247,332.04671720213236,332.0467172021325,3.2258305414206294,5.167612770643882e-14,1.270140882561027e-09,3.097720492815727e-16,2.390045607311132e-15,6,6,6,6,6.620597628688294e-07,3.910031515794404,8492143.415313631,2.0447102592211466,1.74913034034831e-08,6.995835496571261e-08,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p45mA_L1_R1.json,0e2b4637a0a89a5626fe3265ee41ff16a27e9a138cb798a8e30d57ef4fe3325f,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p45mA_L1_R1.npz,14b5dc3ced63451383dac3b0f20fe96b7ad258b2ac68be16b0d3043f14694b90,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p45mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p45mA_L1/k6/telemetry/ritz_pairs.npz,
cooling,0.0004,0.4,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,CCB_PHYSICALLY_UNSTABLE,POSITIVE_UNSTABLE,False,False,equilibrium_only_not_continuation_certified,0.7743142996442639,1.0,True,331.6399318934873,331.63993189348696,331.63993189348764,3.419564925144975,1.636944554998384e-13,0.0,5.421010862427522e-16,2.902670692436861e-13,6,6,6,6,6.203787742765416e-07,3.33779616584564,7368143.360854122,1.7740772363998276,8.419869274137647e-09,3.364690177452373e-08,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p4mA_L1_R1.json,2bcc76351b0fa1251822f136bc5c77081f5b3a9a28819dda23a17c4cd76ff64b,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p4mA_L1_R1.npz,a7ec4eef9a54e60b1662fb3a824dddfcc526e559e254581267b468b0d4a8b582,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p4mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p4mA_L1/k6/telemetry/ritz_pairs.npz,
cooling,0.00035,0.35,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,CCB_PHYSICALLY_UNSTABLE,POSITIVE_UNSTABLE,False,False,equilibrium_only_not_continuation_certified,0.7304395453285565,1.0,True,331.17356676489646,331.17356676489624,331.17356676489675,3.6335850101962186,5.037710658985134e-14,2.4790260531158515e-09,2.323290369611795e-16,4.603632669736719e-15,6,6,6,6,5.330047922808877e-07,2.742406058235491,6053245.161739388,1.457480388457639,1.5343753920263232e-09,6.045766760697001e-09,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p35mA_L1_R1.json,82dfc9e449560680bd116333b28ca1fd3d5729a3e0c634f4a448e33a30489ce2,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p35mA_L1_R1.npz,75c1c9e24cd563b307dabf96cd8ab53bd2d8dbd4afd87b8264243e15c6ad0142,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p35mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p35mA_L1/k6/telemetry/ritz_pairs.npz,
cooling,0.0003,0.3,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,CCB_PHYSICALLY_UNSTABLE,POSITIVE_UNSTABLE,False,False,equilibrium_only_not_continuation_certified,0.6725948038850964,1.0,True,330.62631529289195,330.6263152928916,330.6263152928923,3.8634031677849787,1.0835259697124861e-13,0.0,2.420094135012287e-16,2.1403017520334814e-13,6,6,6,6,4.886649991225917e-07,2.0295360850656023,4510723.830623476,1.086077194169536,1.0886550996937775e-08,4.351796537311262e-08,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p3mA_L1_R1.json,bbecf8e51a657d468f996f27144ee0b44ca16e8fa61a38788c513ba8bd66e439,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p3mA_L1_R1.npz,85f9657ff37bf21a1bb080e9f73e27cd75ec01f226bbd3bb848b1c775b83a482,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p3mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p3mA_L1/k6/telemetry/ritz_pairs.npz,
cooling,0.00025,0.25,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,CCB_PHYSICALLY_UNSTABLE,POSITIVE_UNSTABLE,False,False,equilibrium_only_not_continuation_certified,0.5951382749412305,1.0,True,329.9648600478335,329.9648600478334,329.9648600478335,4.091044679414744,5.194304985368282e-14,1.389229861703445e-09,1.5488602464078636e-16,1.1024766021829236e-14,6,6,6,6,3.1601939270009837e-07,1.312499897101215,2710310.6785132587,0.6525796585158138,1.823466250762392e-08,7.291847591497724e-08,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p25mA_L1_R1.json,009a9016032dfb99c590d4fc92afe509d73c156ba1f917994556a08c3bead9c7,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p25mA_L1_R1.npz,82ea00b92ceacdeb1ad1ea670cf6bcad6a1b5f3e5ee1e62a8d8c9e3238ad8af4,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p25mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p25mA_L1/k6/telemetry/ritz_pairs.npz,
cooling,0.0002,0.2,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,CCB_PHYSICALLY_UNSTABLE,POSITIVE_UNSTABLE,False,False,equilibrium_only_not_continuation_certified,0.4915627477639713,1.0,True,329.1367960220897,329.1367960220895,329.13679602209015,4.260899902751473,1.4226950448105316e-13,0.0,3.4849355544176928e-16,2.329524540741736e-13,6,6,6,6,1.6079349780835925e-07,0.6678117046072984,667067.9499293289,0.16061441901211027,1.9838913593768172e-08,7.929831726676293e-08,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p2mA_L1_R1.json,f1cc2f20f6f6df088c69ebc3ed9ca7299080a9400909b6cc2eca45d3455fec58,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p2mA_L1_R1.npz,a39183dc38380972a991aeca2fb167157a0d9a92493382117b45d5ce3f37f8d2,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p2mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p2mA_L1/k6/telemetry/ritz_pairs.npz,
cooling,0.00015,0.15,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,PASS,STABLE_MARGIN_PASS,True,False,equilibrium_only_not_continuation_certified,0.36060747209655564,1.0,True,328.07162545729636,328.07162545729636,328.0716254572964,4.218365628020355,5.0136876657331743e-14,7.11996918292379e-14,1.7424677772088464e-16,9.035018104045841e-15,6,6,6,6,5.5481383380996755e-08,0.23042671323559136,-1450464.1459767492,-0.3492379691283824,1.2453818620396474e-08,4.976867566200113e-08,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p15mA_L1_R1.json,fbc283fb13c4a88343f9d09f1a273935078d2c1616cccfa366255c947b4d4b5e,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p15mA_L1_R1.npz,10fb06c47675f42c23040399eafc8720bc6ba20a29b9894b1a7b184e35882608,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p15mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p15mA_L1/k6/telemetry/ritz_pairs.npz,
cooling,0.0001,0.1,R1,L1,new_preregistered_execution:piecewise_linear_cc_a_temperature_predictor,True,PASS,True,PASS,STABLE_MARGIN_PASS,True,False,equilibrium_only_not_continuation_certified,0.2250594760137715,1.0,True,326.7599790947578,326.7599790947576,326.7599790947582,3.625556935200395,1.066709874436114e-13,0.0,9.680376540049147e-17,2.066396182924641e-13,6,6,6,6,1.4596954811596245e-08,0.06062444941912956,-3184175.163121115,-0.7666751849068316,2.229142535464173e-09,8.816415887309075e-09,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p1mA_L1_R1.json,09207624a423a0e35a268e36267d67460c87acb76c17a911a45bf7bcbe8092a5,E:/Python demo/PINN/data/processed/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/equilibria/NOM_cooling_0p1mA_L1_R1.npz,64a489404b0388dd3beeada1405832a13e38848bb861554932ff517579e5e070,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p1mA_L1/k6/summary.json,E:/Python demo/PINN/outputs/tables/q2_current_clamp_cc_b_branch_stability_transition_bracket/Q2-CC-B-BRANCH-STABILITY-TRANSITION-BRACKET-20260808-V1/R1/cases/NOM_cooling_0p1mA_L1/k6/telemetry/ritz_pairs.npz,
